Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zmvq,counterbalance-5cg9,branch-65sy,Manipulation: Randomise questionnaire elements?,Question Key,Response
19,1770922236986,12/02/2026 18:50:36,1770922236815,-8,12/02/2026 10:50:36,249979,6,questionnaire-qemh,,52676267,BLINDED,15132726,,complete,,698e12048c689ae4b40d8809,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-another-text,
20,1770922236986,12/02/2026 18:50:36,1770922236815,-8,12/02/2026 10:50:36,249979,6,questionnaire-qemh,,52676267,BLINDED,15132726,,complete,,698e12048c689ae4b40d8809,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,J_YES,1,consentProvided,No,END QUESTIONNAIRE,78353
1,1770919863031,12/02/2026 18:11:03,1770919863491,-8,12/02/2026 10:11:03,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919876420,12/02/2026 18:11:16,1770919876916,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Woman
3,1770919877531,12/02/2026 18:11:17,1770919876918,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,1
4,1770919877531,12/02/2026 18:11:17,1770919876918,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
5,1770919877531,12/02/2026 18:11:17,1770919876919,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Age,30
6,1770919877531,12/02/2026 18:11:17,1770919876919,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-arab-text,
7,1770919877531,12/02/2026 18:11:17,1770919876919,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian,Chinese or Chinese British
8,1770919877531,12/02/2026 18:11:17,1770919876919,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian-quantised,2
9,1770919877531,12/02/2026 18:11:17,1770919876919,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian-text,
10,1770919877531,12/02/2026 18:11:17,1770919876920,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black-text,
11,1770919877531,12/02/2026 18:11:17,1770919876920,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-multiple-text,
12,1770919877531,12/02/2026 18:11:17,1770919876920,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white-text,
13,1770919877531,12/02/2026 18:11:17,1770919876920,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-another-text,
14,1770919877531,12/02/2026 18:11:17,1770919876920,-8,12/02/2026 10:11:16,249979,6,questionnaire-qemh,,52674727,BLINDED,15132753,,complete,,698e12164b2ebe3991641736,computer,Desktop or Laptop,Linux x86_64,Chrome 144.0.0.0,1692x1056,1691x882,,,,Generic Demographics,3,J_YES,1,consentProvided,No,END QUESTIONNAIRE,13429
1,1770919766300,12/02/2026 18:09:26,1770919764028,-5,12/02/2026 13:09:24,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1107x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919779734,12/02/2026 18:09:39,1770919777492,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Man
3,1770919779885,12/02/2026 18:09:39,1770919777492,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,2
4,1770919779885,12/02/2026 18:09:39,1770919777492,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
5,1770919779885,12/02/2026 18:09:39,1770919777492,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Age,43
6,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-arab-text,
7,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian-text,
8,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black,African or African British
9,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black-quantised,1
10,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black-text,
11,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-multiple-text,
12,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white-text,
13,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-another-text,
14,1770919779885,12/02/2026 18:09:39,1770919777493,-5,12/02/2026 13:09:37,249979,6,questionnaire-qemh,,52674648,BLINDED,15132764,,complete,,698e127a494a2226f83cd9ba,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,2560x1440,1092x1251,,,,Generic Demographics,3,J_YES,1,consentProvided,No,END QUESTIONNAIRE,13465
1,1770919744604,12/02/2026 18:09:04,1770919744969,-5,12/02/2026 13:09:04,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919762467,12/02/2026 18:09:22,1770919762863,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender,Woman
3,1770919762705,12/02/2026 18:09:22,1770919762867,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-quantised,1
4,1770919762705,12/02/2026 18:09:22,1770919762868,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-text,
5,1770919762705,12/02/2026 18:09:22,1770919762869,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Age,38
6,1770919762705,12/02/2026 18:09:22,1770919762870,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-arab-text,
7,1770919762705,12/02/2026 18:09:22,1770919762871,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-asian-text,
8,1770919762705,12/02/2026 18:09:22,1770919762871,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-black-text,
9,1770919762705,12/02/2026 18:09:22,1770919762872,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-multiple-text,
10,1770919762705,12/02/2026 18:09:22,1770919762873,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770919762705,12/02/2026 18:09:22,1770919762874,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-quantised,1
12,1770919762705,12/02/2026 18:09:22,1770919762874,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-text,
13,1770919762705,12/02/2026 18:09:22,1770919762875,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-another-text,
14,1770919762705,12/02/2026 18:09:22,1770919762875,-5,12/02/2026 13:09:22,249979,6,questionnaire-qemh,,52674629,BLINDED,15132769,,complete,,698e128699b7bbebe11a5fa9,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,,Generic Demographics,3,F_YES,2,consentProvided,No,END QUESTIONNAIRE,17906
1,1770919655189,12/02/2026 18:07:35,1770919655608,-7,12/02/2026 11:07:35,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1528x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919685657,12/02/2026 18:08:05,1770919686132,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender,Woman
3,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-quantised,1
4,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-text,
5,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Age,72
6,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-arab-text,
7,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-asian-text,
8,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-black-text,
9,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-multiple-text,
10,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white,"In another way (specify, if you wish)."
11,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-text,German
12,1770919685819,12/02/2026 18:08:05,1770919686133,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-another-text,
13,1770919685819,12/02/2026 18:08:05,1770919686134,-7,12/02/2026 11:08:06,249979,6,questionnaire-qemh,,52674569,BLINDED,15132772,,complete,,698e128ae3afbd0280576507,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x960,1513x828,,,,Generic Demographics,3,F_YES,2,consentProvided,No,END QUESTIONNAIRE,30526
1,1770919881102,12/02/2026 18:11:21,1770919880801,-5,12/02/2026 13:11:20,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919894004,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender,Woman
3,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-quantised,1
4,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-text,
5,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Age,22
6,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab,Arab or Arab British
7,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-quantised,1
8,1770919894210,12/02/2026 18:11:34,1770919893586,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-text,
9,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-asian-text,
10,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-black-text,
11,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-multiple-text,
12,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-text,
13,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-another-text,
14,1770919894210,12/02/2026 18:11:34,1770919893587,-5,12/02/2026 13:11:33,249979,6,questionnaire-qemh,,52674740,BLINDED,15132814,,complete,,698e1307e469b76215585deb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 141.0.0.0,1440x900,1440x900,,,,Generic Demographics,3,J_YES,2,consentProvided,No,END QUESTIONNAIRE,12786
1,1770920366508,12/02/2026 18:19:26,1770920366356,-5,12/02/2026 13:19:26,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1366x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770920411281,12/02/2026 18:20:11,1770920411064,-5,12/02/2026 13:20:11,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Woman
3,1770920411423,12/02/2026 18:20:11,1770920411067,-5,12/02/2026 13:20:11,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,1
4,1770920411423,12/02/2026 18:20:11,1770920411067,-5,12/02/2026 13:20:11,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
5,1770920411423,12/02/2026 18:20:11,1770920411068,-5,12/02/2026 13:20:11,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Age,62
6,1770920411423,12/02/2026 18:20:11,1770920411068,-5,12/02/2026 13:20:11,249979,6,questionnaire-qemh,,52675096,BLINDED,15132842,,complete,,698e135e35c7190233221494,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x641,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-arab-text,
